nodename,nodeID,pmSensor,climateSensor,gpsSensor,latitude,longitude,altitude,activity
Central Hub 8,a84041ffff205984,IPS7100,BME280,GPSGPGGA2,32.992199,-96.757895,125.5,1
Central Hub 8,00044bebddd8,IPS7100,BME280,GPSGPGGA2,32.992199,-96.757895,125.5,0
Central Hub 8,001e06430224,IPS7100,BME280,GPSGPGGA2,32.992199,-96.757895,125.5,1
